PARTIE 	 第一
. 	 。
ENQUÊTEUR 	 审问者
Entendu 	 审问者
. 	 ：
Voici 	 这
le 	 是
procès-verbal 	 记录
relisez 	 请
- 	 你
attentivement 	 仔细
, 	 ，
aucune 	 准确无误
erreur 	 准确无误
S' 	 的
, 	 ，
merci 	 请
d' 	 请
y 	 这儿
apposer 	 签字
signature 	 签字
. 	 。
26 	 26
: 	 .
AUCUNE 	 无
REPENTANCE 	 忏悔
Lei 	 雷志成
Zhicheng 	 雷志成
et 	 和
Yang 	 杨卫宁
Weining 	 杨卫宁
disparition 	 遇难
responsables 	 上级
comme 	 以
Rouge 	 普通
travail 	 工作
accident 	 事故
classée 	 处理
fut 	 了
La 	 这
. 	 ，
de 	 在
Côte 	 基地
Tout 	 所有
monde 	 人
savait 	 眼中
que 	 ，
Ye 	 叶文洁
Wenjie 	 叶文洁
et 	 和
Yang 	 杨卫宁
Weining 	 杨卫宁
couple 	 感情
un 	 很
heureux 	 好
et 	 ，
personne 	 谁
ne 	 没有
à 	 对
la 	 她
songea 	 起
suspecter 	 疑心
. 	 。
nouveau 	 新
Un 	 的
politique 	 政委
commissaire 	 政委
nommé 	 上任
et 	 ，
vie 	 生活
reprit 	 恢复
son 	 的
cours 	 宁静
. 	 ，
Wenjie 	 叶文洁
ventre 	 腹中
dans 	 腹中
Le 	 的
petit 	 小
être 	 生命
jour 	 天
jour 	 天
grandissait 	 长大
. 	 ，
Elle 	 她
sentait 	 感到
que 	 了
autour 	 外部
monde 	 世界
changeait 	 变化
. 	 。
Un 	 这天
jour 	 这天
, 	 ，
sécurité 	 警卫排
chef 	 排长
demanda 	 叫
Ye 	 叶文洁
Wenjie 	 叶文洁
dans 	 到
entrée 	 门岗
base 	 门岗
rendre 	 趟
. 	 。
elle 	 她
entrant 	 走
nez 	 岗亭
nez 	 岗亭
, 	 ，
fut 	 吃
sa 	 一
surprise 	 惊
Ils 	 这里
avec 	 有
et 	 ，
deux 	 两
garçons 	 男
fille 	 女
seize 	 十五六
ans 	 岁
une 	 的
, 	 ，
étaient 	 都
vêtus 	 穿
de 	 着
vieux 	 旧
manteaux 	 棉袄
et 	 ，
portaient 	 戴
bonnets 	 狗皮帽
. 	 ，
semblaient 	 看
être 	 是
région 	 当地人
. 	 。
garde 	 哨兵
indiqua 	 告诉
lui 	 她
qu' 	 ，
ils 	 他们
venaient 	 是
Qijia 	 齐
village 	 屯
du 	 的
. 	 ，
entendu 	 听说
Radar 	 雷达峰
pic 	 雷达峰
se 	 是
trouvaient 	 是
des 	 的
savants 	 人
et 	 ，
voulaient 	 想
poser 	 问
des 	 个
études 	 学习
relatives 	 上
questions 	 问题
. 	 。
Ye 	 叶文洁
Wenjie 	 叶文洁
se 	 暗想
demandait 	 暗想
ils 	 他们
comment 	 怎
venir 	 敢
ici 	 雷达峰
. 	 ？
Le 	 这里
était 	 是
une 	 的
militaire 	 军事
interdite 	 禁区
zone 	 禁区
et 	 ，
pic 	 岗哨
aux 	 对
soldats 	 接近者
seul 	 只
avertissement 	 警告
un 	 一
de 	 可以
tirer 	 开枪
. 	 。
garde 	 哨兵
remarqué 	 看出
Wenjie 	 叶文洁
la 	 的
surprise 	 疑惑
, 	 ，
précisa 	 告诉
lui 	 她
récemment 	 刚
reçu 	 接到
ordre 	 命令
qu' 	 ，
Rouge 	 红岸
sur 	 基地
la 	 的
vigilance 	 保密
niveau 	 级别
les 	 当地人
région 	 当地人
habitants 	 当地人
Tant 	 只要
pas 	 不
pénétraient 	 进入
dans 	 进入
base 	 基地
, 	 ，
pouvaient 	 可以
sur 	 上
aise 	 雷达峰
pic 	 雷达峰
rendre 	 来
. 	 ，
veille 	 昨天
étaient 	 已经
venus 	 来
Des 	 几
village 	 当地
paysans 	 农民
offrir 	 送
légumes 	 菜
. 	 。
Un 	 一个
adolescents 	 孩子
sortit 	 拿
un 	 一
en 	 得
piteux 	 破旧
de 	 的
physique 	 物理
livre 	 课本
. 	 ，
Ses 	 他
mains 	 手
noires 	 黑乎乎
et 	 ，
comme 	 像
arbre 	 树皮一
écorce 	 树皮一
l' 	 树皮一
d' 	 树皮一
pleines 	 满
de 	 是
gerçures 	 皲裂
. 	 ，
il 	 他
Avec 	 用
fort 	 浓重
un 	 的
Nord-Est 	 东北
accent 	 口音
posa 	 问
une 	 一个
collège 	 中学
physique 	 物理
de 	 的
question 	 问题
: 	 ：
manuel 	 课本
disait 	 说
libre 	 自由
chute 	 落体
corps 	 落体
commence 	 开始
accélérer 	 加速
, 	 ，
puis 	 但
mais 	 但
finit 	 最后
par 	 以
constante 	 匀速
atteindre 	 下落
. 	 ，
Ils 	 他们
pendant 	 了
plusieurs 	 几
nuits 	 晚上
n' 	 都
arrivés 	 想
pas 	 不
comprendre 	 明白
. 	 。
— 	 “
Vous 	 你们
venus 	 跑
si 	 么
loin 	 远
pour 	 为
poser 	 问
cette 	 这个
? 	 ？
Wenjie 	 叶文洁
demanda 	 问
. 	 。
— 	 “
Ye 	 叶
Professeur 	 老师
, 	 ，
vous 	 您
pas 	 不
courant 	 知道
? 	 ？
fin 	 外头
examens 	 高考
ont 	 了
la 	 那
fille 	 女孩儿
pleine 	 兴高采烈
d' 	 地
dit 	 说
. 	 。
— 	 “
lycée 	 高考
examens 	 高考
? 	 ？
— 	 “
Oui 	 就是
pour 	 就是
, 	 就是
entrer 	 上
université 	 大学
! 	 ！
Seuls 	 谁
étudiants 	 学习
meilleures 	 好
les 	 的
notes 	 分高
peuvent 	 能
aller 	 上
! 	 ！
— 	 ”
Plus 	 不
recommandé 	 推荐
? 	 ？
— 	 “
Non 	 不
, 	 ，
monde 	 谁
tout 	 都
peut 	 可以
passer 	 考
Même 	 连
noires 	 黑五类
cinq 	 黑五类
catégories 	 黑五类
les 	 的
enfants 	 娃都
! 	 ！
Wenjie 	 叶文洁
abasourdie 	 愣
resta 	 了
un 	 了
moment 	 半天
. 	 ，
ce 	 这个
bouleversement 	 变化
profondément 	 很
était 	 让
Elle 	 她
touchée 	 感慨
. 	 。
passèrent 	 过
De 	 了
longues 	 好
minutes 	 一会儿
avant 	 一会儿
. 	 ，
elle 	 她
Elle 	 她
ne 	 才
souvienne 	 发现
attendaient 	 捧
l' 	 着
livre 	 书
les 	 的
enfants 	 孩子
empressa 	 着
, 	 ，
répondre 	 回答
leur 	 他们
questions 	 问题
en 	 ，
expliquant 	 告诉
ils 	 他们
ils 	 他们
ce 	 那
était 	 是
dû 	 由于
à 	 由于
air 	 空气
résistance 	 阻力
et 	 与
gravité 	 重力
équilibre 	 平衡
l' 	 的
. 	 ；
promettre 	 许诺
que 	 ，
s' 	 如果
avenir 	 以后
avaient 	 有
études 	 学习
concernant 	 上
d' 	 的
, 	 ，
devraient 	 可以
hésiter 	 随时
revenir 	 来
voir 	 找
la 	 她
. 	 。
Trois 	 三
jours 	 天
tard 	 后
, 	 ，
furent 	 有
sept 	 七
enfants 	 孩子
qui 	 来
vinrent 	 来
à 	 找
Ye 	 叶文洁
Wenjie 	 叶文洁
. 	 ，
plus 	 除
des 	 了
cette 	 上次
fois 	 上次
trois 	 三
, 	 ，
autres 	 其他
quatre 	 四
venaient 	 是
de 	 从
plus 	 更
éloignés 	 远
de 	 的
villages 	 村镇
bourgades 	 村镇
. 	 。
La 	 第三
troisième 	 第三
fois 	 次
leur 	 的
élèves 	 孩子
furent 	 是
quinze 	 十五
, 	 ，
montèrent 	 来
collège 	 中学
de 	 的
professeur 	 老师
. 	 ，
de 	 由于
manquant 	 缺
personnel 	 人
, 	 ，
physique 	 物理
, 	 、
mathématiques 	 数学
et 	 和
chimie 	 化学
enseignait 	 教
. 	 ，
Il 	 他
venu 	 来
à 	 向
Wenjie 	 叶文洁
demander 	 请教
des 	 一些
pédagogiques 	 教学
. 	 。
L' 	 这
homme 	 人
déjà 	 已
avait 	 年过半百
plus 	 年过半百
cinquantaine 	 年过半百
et 	 ，
visage 	 脸
par 	 在
Wenjie 	 叶文洁
Devant 	 面前
donner 	 手忙脚乱
tête 	 手忙脚乱
et 	 ，
livres 	 书什
de 	 的
recouvert 	 倒
avait 	 了
le 	 了
sol 	 地
. 	 。
sortant 	 走
de 	 出
guérite 	 岗亭
tard 	 后
, 	 ，
Wenjie 	 叶文浩
entendit 	 听到
l' 	 他
aux 	 对
élèves 	 学生
: 	 ：
— 	 “
Les 	 们
scientifique 	 科学
, 	 ，
Une 	 这
venez 	 可是
vraie 	 正儿八经
une 	 的
scientifique 	 科学
! 	 ！
Désormais 	 以后
tous 	 隔三差五
jours 	 地
, 	 就
des 	 有
élèves 	 孩子
venaient 	 来
trouver 	 请教
. 	 ，
parfois 	 有时
les 	 的
nombreux 	 多
dans 	 里
tenaient 	 站
pas 	 不
. 	 ，
Avec 	 经过
base 	 基地
de 	 负责
sécurité 	 安全
du 	 的
chef 	 领导
accord 	 同意
les 	 由
gardes 	 哨兵
escortaient 	 带
ils 	 他们
les 	 他们
jusque 	 到
de 	 的
cantine 	 饭厅
dans 	 里
, 	 ，
Wenjie 	 叶文洁
où 	 那儿
sur 	 起
un 	 一
noir 	 黑板
tableau 	 黑板
cours 	 讲课
. 	 。
1978 	 1976年
du 	 的
Nouvel 	 除夕夜
veille 	 除夕夜
, 	 ，
Ye 	 叶文浩
Wenjie 	 叶文浩
termina 	 下班
travail 	 下班
son 	 已经
nuit 	 黑
. 	 ，
base 	 基地
des 	 的
employés 	 人
plupart 	 大部分
avaient 	 已
trois 	 三
jours 	 天
vacances 	 假期
de 	 中
descendus 	 下
la 	 了
montagne 	 山
. 	 ，
La 	 到处
était 	 是
déserte 	 寂静
. 	 。
Wenjie 	 叶文洁
retourna 	 回到
dans 	 回到
sa 	 自己
chambre 	 房间
, 	 ，
ce 	 这里
lieu 	 这里
autrefois 	 曾
elle 	 她
avec 	 和
Yang 	 杨卫宁
Weining 	 杨卫宁
. 	 ，
présent 	 现在
vide 	 空荡荡
, 	 ，
seulement 	 只有
ventre 	 腹中
l' 	 的
enfant 	 孩子
accompagnée 	 陪伴
dans 	 着
elle 	 她
. 	 。
Dehors 	 外面
un 	 的
, 	 ，
Grand 	 大兴安岭
Khingan 	 大兴安岭
montagnes 	 大兴安岭
froid 	 寒风
rugissements 	 呼啸
, 	 ，
dans 	 中
indistincts 	 隐隐
entendait 	 传
sur 	 远处
montaient 	 远处
du 	 远处
village 	 远处
Qijia 	 齐
des 	 的
qui 	 的
pétards 	 鞭炮声
bruits 	 鞭炮声
. 	 。
solitude 	 孤寂
comme 	 像
une 	 一
énorme 	 巨掌
main 	 巨掌
oppressée 	 压
écrasait 	 压
Wenjie 	 叶文洁
, 	 ，
elle 	 她
sentait 	 觉得
l' 	 被
jusqu' 	 最后
dans 	 到
l' 	 这个
univers 	 世界
un 	 一个
minuscule 	 小
coin 	 角落
… 	 …
, 	 ，
la 	 了
porte 	 敲门声
. 	 ，
ouvrit 	 开门
Quand 	 后
abord 	 首先
vit 	 看到
garde 	 哨兵
guérite 	 哨兵
lui 	 他
derrière 	 身后
, 	 有
pin 	 松明子
de 	 的
torches 	 火光
dans 	 在
glacial 	 寒风
froid 	 寒风
vent 	 寒风
vaciller 	 摇曳
. 	 ，
torches 	 举火把
tenues 	 的
par 	 是
un 	 一
groupe 	 群
enfants 	 孩子
Les 	 他们
visages 	 脸
par 	 得
rougis 	 通红
et 	 ，
bonnets 	 狗皮帽
givre 	 冰碴子
fourrure 	 冰碴子
couverts 	 带
. 	 。
Deux 	 两
des 	 个
garçons 	 男孩子
paraissaient 	 冻
particulièrement 	 最
frigorifiés 	 厉害
. 	 ，
Ils 	 他们
vêtus 	 穿
légèrement 	 单薄
épais 	 厚
manteaux 	 棉衣
tenaient 	 裹
une 	 一个
chose 	 东西
enveloppée 	 抱
les 	 在
dans 	 在
mains 	 怀里
. 	 ，
ouvrirent 	 把
manteaux 	 棉衣
et 	 ，
révélèrent 	 是
une 	 一个
grande 	 大
marmite 	 瓷盆
dans 	 里面
laquelle 	 里面
des 	 的
chou 	 酸菜猪
raviolis 	 饺子
encore 	 还
trouvaient 	 冒
se 	 着
au 	 着
fumants 	 热汽
. 	 。
Cette 	 那
année 	 年
, 	 ，
au 	 向
soleil 	 太阳
envoyé 	 发出
signal 	 信号
huit 	 八
mois 	 月
après 	 后
, 	 ，
Ye 	 叶文洁
Wenjie 	 叶文洁
avoir 	 临产
contractions 	 临产
à 	 了
des 	 了
mais 	 ，
, 	 由于
étant 	 由于
fœtus 	 胎位
mal 	 不
positionné 	 正
et 	 ，
son 	 的
corps 	 身体
très 	 很
faible 	 弱
, 	 ，
base 	 基地
clinique 	 卫生
pas 	 没有
en 	 没有
mesure 	 条件
prendre 	 接生
charge 	 接生
et 	 ，
dut 	 把
la 	 她
transférer 	 送
dans 	 到
plus 	 最近
proche 	 最近
l' 	 的
bourgade 	 镇
hôpital 	 医院
. 	 。
L' 	 这
fut 	 竟是
Wenjie 	 叶文洁
de 	 的
un 	 一个
enfer 	 鬼门关
accouchement 	 鬼门关
. 	 ，
elle 	 她
proie 	 遇到
à 	 遇到
de 	 了
En 	 在
douleurs 	 剧痛
et 	 和
grandes 	 大
beaucoup 	 大
perdant 	 出血
sang 	 出血
eut 	 陷
syncope 	 昏迷
. 	 ，
coma 	 冥冥
Dans 	 中
indistinctement 	 只
voir 	 看到
trois 	 三
aveuglants 	 灼热
soleils 	 太阳
autour 	 围绕
d' 	 着
elle 	 她
lentement 	 缓缓
tourner 	 转动
, 	 ，
consumant 	 炙烤
. 	 。
Cette 	 这
vision 	 情景
poursuivit 	 持续
se 	 了
longtemps 	 长
, 	 ，
elle 	 她
dans 	 在
flou 	 朦胧
dit 	 想到
que 	 ，
c' 	 这
peut-être 	 可能
était 	 就是
tout 	 永恒
enfer 	 归宿
allait 	 了
, 	 ，
elle 	 她
, 	 ，
trois 	 三
soleils 	 太阳
fait 	 构成
de 	 的
en 	 将
jamais 	 永远
rôtir 	 灼
. 	 ，
C' 	 这
était 	 是
pour 	 因
sa 	 那个
terrible 	 超级背叛
trahison 	 超级背叛
infligé 	 受到
le 	 的
châtiment 	 惩罚
. 	 。
Elle 	 她
sombra 	 陷入
dans 	 陷入
intense 	 强烈
une 	 的
peur 	 恐惧
, 	 ，
pas 	 不
pour 	 为
elle 	 自己
, 	 ，
mais 	 而是
pour 	 为
enfant 	 孩子
encore 	 还
dans 	 在
ventre 	 腹中
? 	 ？
aussi 	 还是
serait 	 还是
-il 	 她
dans 	 到
cet 	 这
enfer 	 地
suivrait 	 蒙受
souffrir 	 蒙受
éternité 	 永恒
l' 	 的
condamné 	 痛苦
? 	 ？
ne 	 不
combien 	 知
sut 	 过
temps 	 多久
lorsque 	 ，
trois 	 三
soleils 	 太阳
écartèrent 	 后退
s' 	 了
. 	 ，
à 	 到
une 	 一定
certaine 	 一定
distance 	 距离
avant 	 后
brusquement 	 突然
éloignèrent 	 缩小
et 	 ，
transformer 	 变成
en 	 变成
étincelantes 	 晶莹
étoiles 	 飞星
autour 	 周围
rafraîchi 	 凉爽
était 	 了
, 	 ，
douleur 	 痛疼
moins 	 减轻
. 	 ，
Elle 	 她
enfin 	 终于
réveilla 	 醒
se 	 了
. 	 。
Ye 	 叶文洁
Wenjie 	 叶文洁
entendit 	 听到
oreille 	 耳边
de 	 的
des 	 一
pleurs 	 啼哭
. 	 ，
Elle 	 她
toutes 	 吃力
peines 	 吃力
à 	 地
tourner 	 转
tête 	 脸
, 	 ，
voir 	 看到
un 	 了
enfant 	 婴儿
mouillé 	 粉嘟嘟
, 	 、
et 	 、
chiffonné 	 湿乎乎
d' 	 的
petit 	 小睑儿
. 	 。
médecin 	 医生
expliqua 	 告诉
qu' 	 ，
elle 	 她
perdu 	 出血
sang 	 出血
de 	 达
2 	 两千
000 	 两千
millilitres 	 毫升
. 	 ，
Qijia 	 齐
de 	 的
Des 	 位
villageois 	 农民
pour 	 来
donner 	 献血
. 	 ，
eux 	 他们
Certains 	 很多
des 	 的
enfants 	 孩子
qui 	 都
suivaient 	 辅导
, 	 ，
mais 	 但
beaucoup 	 多
étaient 	 是
simples 	 素昧平生
villageois 	 素昧平生
et 	 ，
simplement 	 只是
entendu 	 听
adolescents 	 孩子
et 	 和
leurs 	 他们
parents 	 父母
parler 	 说
elle 	 她
. 	 ，
Sans 	 不
eux 	 他们
, 	 ，
elle 	 她
morte 	 死
serait 	 了
. 	 。
suivirent 	 以后
qui 	 的
jours 	 日子
furent 	 成
difficiles 	 问题
. 	 ，
Ye 	 叶文
Wenjie 	 叶文
avait 	 带
famille 	 孩子
n' 	 不
Elle 	 她
amis 	 无亲无故
ni 	 无亲无故
. 	 。
jour 	 这时
de 	 的
Un 	 一
couple 	 对
vieux 	 老两口
villageois 	 老两口
vint 	 来
base 	 基地
responsables 	 领导
. 	 ，
expliquèrent 	 说
ils 	 他们
pouvaient 	 可以
ramener 	 把
Wenjie 	 叶文洁
et 	 和
fille 	 孩子
dans 	 回
village 	 家
et 	 去
occuper 	 照顾
. 	 。
homme 	 男
L' 	 的
origine 	 来
était 	 是
chasseur 	 猎户
, 	 ，
cueilleur 	 采些
d' 	 采些
herbes 	 药材
maintenant 	 后
région 	 周围
les 	 的
forêts 	 林子
réduites 	 少
, 	 ，
commencé 	 就
à 	 就
cultiver 	 种地
champ 	 种地
avait 	 了
. 	 ，
mais 	 但
gens 	 人们
continuaient 	 还是
à 	 还是
appeler 	 叫
l' 	 他
Qi 	 齐猎头儿
chasseur 	 齐猎头儿
. 	 。
Ils 	 他们
avaient 	 有
deux 	 两
fils 	 儿
deux 	 两
. 	 ，
filles 	 女孩
mariées 	 嫁
s' 	 出去
. 	 ，
Un 	 一个
fils 	 儿子
à 	 在
ailleurs 	 外地
armée 	 当兵
. 	 ，
autre 	 另
L' 	 一个
marié 	 家
avec 	 与
eux 	 他们
vivait 	 过
, 	 ，
enfant 	 儿媳妇
épouse 	 儿媳妇
qui 	 是
venait 	 是
juste 	 刚
avoir 	 生
un 	 了
. 	 。
Wenjie 	 叶文洁
encore 	 还
n' 	 没有
pas 	 没有
réhabilitée 	 平反
et 	 ，
base 	 基地
responsables 	 领导
se 	 很
délicate 	 为难
. 	 ，
Mais 	 但
une 	 一个
situation 	 办法
par 	 就
accepter 	 让
que 	 让
ils 	 他们
en 	 用
traîneau 	 雪橇
ramène 	 把
Wenjie 	 叶文洁
depuis 	 从
hôpital 	 医院
domicile 	 家
. 	 。
Ye 	 叶文洁
Wenjie 	 叶文洁
dans 	 在
cette 	 这个
Grand 	 大兴安岭
Khingan 	 大兴安岭
de 	 的
paysans 	 农
famille 	 家
vécut 	 住
six 	 半
mois 	 年
plus 	 多
. 	 ，
Elle 	 她
accouchement 	 产后
après 	 产后
faible 	 虚弱
qu' 	 ，
pas 	 没有
eu 	 没有
lait 	 奶水
ce 	 这
temps 	 期间
, 	 ，
Yang 	 杨冬
Dong 	 杨冬
par 	 着
petite 	 百
fut 	 了
. 	 。
donnait 	 喂
lui 	 她
plus 	 最
souvent 	 多
qui 	 的
le 	 的
était 	 是
Qi 	 齐猎头儿
chasseur 	 齐猎头儿
la 	 的
belle-fille 	 儿媳妇
, 	 ，
Dafeng 	 大风
. 	 ，
C' 	 这个
une 	 这个
robuste 	 健壮
Nord-Est 	 东北
femme 	 妮子
qui 	 ，
chaque 	 每天
jour 	 每天
nourrissait 	 吃
de 	 着
bouillie 	 高粱米
de 	 大
sorgho 	 渣子
, 	 ，
si 	 同时
deux 	 两
nourrissons 	 奶水
toujours 	 还
même 	 还
gorgés 	 旺旺
téter 	 旺旺
de 	 的
. 	 。
village 	 屯子
autres 	 其他
du 	 处于
mères 	 媳妇
aussi 	 也
pour 	 来
allaiter 	 喂
Yang 	 杨冬
Dong 	 杨冬
. 	 ，
Elles 	 她们
beaucoup 	 很
aimaient 	 喜欢
l' 	 她
et 	 ，
disaient 	 说
la 	 这
petite 	 娃儿
avoir 	 有
hérité 	 有
sa 	 她
mère 	 妈
la 	 的
vivacité 	 灵气儿
. 	 。
Peu 	 渐渐地
peu 	 渐渐地
, 	 ，
Qi 	 齐猎头儿
chasseur 	 齐猎头儿
maison 	 家
devint 	 成
village 	 屯里
femmes 	 女人
de 	 的
rendez-vous 	 聚集地
lieu 	 聚集地
, 	 ，
jeunes 	 老
comme 	 的
les 	 的
, 	 ，
comme 	 和
jeunes 	 大
épouses 	 闺女
n' 	 没事儿
rien 	 没事儿
ici 	 这儿
venaient 	 跑
. 	 ，
, 	 ，
Elles 	 她们
pour 	 对
Ye 	 叶文洁
Wenjie 	 叶文洁
pleines 	 充满
d' 	 了
de 	 了
admiration 	 羡慕
et 	 和
curiosité 	 好奇
. 	 ，
elle 	 她
rendit 	 发现
compte 	 发现
son 	 自己
de 	 与
leur 	 她们
avait 	 有
beaucoup 	 很多
côté 	 间
de 	 的
choses 	 话
raconter 	 谈
. 	 。
nombreuses 	 多少
ensoleillées 	 晴朗
les 	 的
journées 	 日子
, 	 ，
Wenjie 	 叶文洁
prenait 	 抱
avec 	 着
Yang 	 杨冬
Dong 	 杨冬
les 	 的
femmes 	 女人
jouaient 	 坐
dans 	 在
des 	 白桦树柱
bouleaux 	 白桦树柱
bordée 	 围
la 	 的
cour 	 院子
. 	 ，
côté 	 旁边
un 	 有
était 	 有
Les 	 的
enfants 	 孩子
paresseux 	 懒洋洋
grand 	 大
noir 	 黑狗
chien 	 黑狗
, 	 ，
douce 	 温暖
l' 	 的
chaleur 	 阳光
baignée 	 拥抱
par 	 着
elles 	 这
. 	 。
Elle 	 她
particulièrement 	 特别
aimait 	 注意
observer 	 看
les 	 那
qui 	 个
fumaient 	 举
en 	 着
cuivre 	 铜
tabac 	 烟袋
pipes 	 锅儿
et 	 ，
nonchalamment 	 悠然
de 	 的
fumée 	 烟浸
emplies 	 烟浸
de 	 了
soleil 	 阳光
, 	 ，
comme 	 同
leurs 	 她们
doux 	 丰
et 	 ·
argentés 	 满
membres 	 肌肤
de 	 上
les 	 的
poils 	 汗毛
couraient 	 发出
. 	 。
Un 	 一
jour 	 次
elles 	 她们
entre 	 中
l' 	 的
une 	 一
sa 	 的
blanche 	 白钢
pipe 	 烟锅
tendit 	 递
lui 	 她
, 	 ，
pour 	 让
lui 	 她
-elle 	 她
– 	 “
" 	 “
oublier 	 解解乏
" 	 ”
seulement 	 只
deux 	 两
bouffées 	 口
, 	 ，
se 	 被
prise 	 冲
de 	 得
vertige 	 头晕脑涨
, 	 ，
fit 	 让
monde 	 她们
rire 	 笑
durant 	 了
plusieurs 	 好几
jours 	 天
. 	 。
Quant 	 同
hommes 	 男人
Wenjie 	 叶文洁
n' 	 倒是
pas 	 没什
grand-chose 	 么
dire 	 说
. 	 ，
ils 	 他们
chaque 	 每天
jour 	 每天
occupait 	 关心
qui 	 的
ce 	 事儿
Elle 	 她
Elle 	 她
mal 	 不
comprendre 	 明白
. 	 ，
plus 	 大意
projetaient 	 想
profiter 	 趁着
de 	 趁着
politique 	 政策
détente 	 政策
pour 	 来
gagner 	 种
de 	 些
argent 	 人参
, 	 ，
mais 	 但
n' 	 不
pas 	 不
courage 	 敢
lancer 	 干
. 	 。
Ils 	 他们
Wenjie 	 叶文洁
beaucoup 	 很
respect 	 敬重
et 	 ，
avec 	 在
elle 	 她
grande 	 彬彬有礼
courtoisie 	 彬彬有礼
. 	 。
Elle 	 她
début 	 最初
y 	 此
n' 	 没有
pas 	 没有
accordé 	 在意
mais 	 但
jours 	 日子
passant 	 长
les 	 了
, 	 ，
, 	 ，
en 	 当
elle 	 她
voyant 	 看到
les 	 那些
gaillards 	 汉子
battre 	 打老婆
épouses 	 打老婆
et 	 ，
, 	 ，
entendant 	 如何
aux 	 同屯
village 	 同屯
du 	 的
veuves 	 寡妇
faire 	 打情骂俏
avances 	 打情骂俏
graveleuses 	 打情骂俏
raconter 	 说
des 	 那些
tout 	 那些
à 	 让
la 	 她
moitié 	 半
seulement 	 都
rougir 	 脸红
dont 	 的
histoires 	 话
, 	 ，
comprit 	 感到
de 	 的
précieux 	 珍贵
. 	 。
Tous 	 隔三差五
deux 	 隔三差五
trois 	 隔三差五
ou 	 隔三差五
, 	 ，
ils 	 他们
un 	 人
apportait 	 把
un 	 的
de 	 的
lièvre 	 野兔山
ou 	 鸡什
à 	 到
Qi 	 齐猎头儿
chasseur 	 齐猎头儿
maison 	 家
et 	 ，
à 	 给
Yang 	 杨冬
Dong 	 杨冬
offrait 	 带
des 	 许多
eux 	 自己
mêmes 	 自己
fabriqués 	 做
curieux 	 奇特
et 	 而
désuets 	 古朴
jouets 	 玩具
. 	 。
Dans 	 在
Wenjie 	 叶文洁
la 	 的
mémoire 	 记忆
, 	 ，
ces 	 这
jours 	 日子
pas 	 不
semblaient 	 像
avoir 	 是
appartenu 	 属于
lui 	 自己
. 	 ，
comme 	 仿佛
été 	 是
une 	 某片
de 	 从别
sur 	 从别
inconnue 	 从别
la 	 的
vie 	 人生
par 	 中
tombés 	 飘落
les 	 的
lambeaux 	 片断
comme 	 像
des 	 一
plumes 	 羽毛
elle 	 自己
. 	 。
cette 	 这
période 	 段
souvenirs 	 记忆
se 	 被
condensaient 	 浓缩
dans 	 成
sous 	 成
la 	 一幅幅
classiques 	 古典
peintures 	 油画
. 	 ，
Étrangement 	 奇怪
, 	 ，
pas 	 不
des 	 是
chinoises 	 中国画
peintures 	 中国画
, 	 ，
mais 	 就
des 	 是
peintures 	 油画
. 	 ，
chinoise 	 中国画
occidentales 	 中国画
peinture 	 中国画
à 	 上
trop 	 太
bien 	 多
, 	 ，
alors 	 但
Qijia 	 齐
village 	 屯
la 	 的
heures 	 生活
Il 	 是
avait 	 是
pas 	 没有
de 	 没有
vide 	 空白
, 	 ，
de 	 的
peintures 	 油画
huile 	 油画
n' 	 那样
avaient 	 充满
que 	 着
richesse 	 浓郁
et 	 得化
densité 	 开
des 	 的
couleurs 	 色彩
. 	 。
Tout 	 一切
n' 	 都
était 	 是
chaleur 	 浓烈
: 	 ：
brûler 	 铺
épaisses 	 厚厚乌拉草
carex 	 厚厚乌拉草
de 	 的
lits 	 火坑
, 	 、
cuivre 	 铜烟
pipes 	 锅
dans 	 里
le 	 的
guandong 	 关东
tabac 	 烟
et 	 和
mohe 	 莫合烟
, 	 、
nourrissants 	 厚实
au 	 的
sorgho 	 高粱饭
, 	 、
65 	 六十五
degrés 	 度
l' 	 的
sorgho 	 高粱酒
alcool 	 高粱酒
… 	 …
cette 	 这
toute 	 一切
vie 	 一切
silencieusement 	 宁静
et 	 与
paisiblement 	 平和
écoulait 	 中流
s' 	 着
, 	 ，
comme 	 像
village 	 屯子
bordant 	 边上
le 	 的
ruisseau 	 小溪
. 	 。
Ye 	 叶文洁
Wenjie 	 叶文洁
inoubliable 	 难忘
souvenir 	 难忘
un 	 的
gardait 	 是
des 	 那些
veillées 	 夜晚
. 	 。
Qi 	 齐猎头儿
chasseur 	 齐猎头儿
chef 	 齐猎头儿
du 	 的
fils 	 儿子
en 	 到
ville 	 城里
